eval_count,energy,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17
53,1.248560542131056,0.02617634840779772,-0.4012492494355333,-1.05062714684217,-0.6819991328941061,0.09321083945593597,-0.18204263507892338,0.0676585105885365,-0.8396793452576318,-0.8797760954124082,0.018561052645721665,-0.46058535874731876,-1.1360153533653456,0.1202561840224551,-0.7870816718237318,-0.10651371335939805,-0.014340442404198128,-1.188079557482532,-0.14104835462048498
54,1.9754596224055962,0.3159373145385047,-0.4369870424013266,-1.0781567947501411,-0.6076618090697974,0.03319402794159182,0.03300110548395807,0.22750717003951718,-1.380426254298786,-1.2790018946799935,-0.3263414925642105,-0.4758465213072774,-0.7411498076399263,0.46423006483619234,-1.1437033595021364,0.09237970115320099,-0.34841378935242673,-1.0186427291568103,-0.3281993287199326
55,1.1127167045498094,0.10877675201519804,-0.29846739561210467,-1.1448756123124089,-0.5001330277456318,-0.053064436999603004,-0.31220938403620047,0.16385439838819946,-0.8477543757738827,-0.8453495962845435,-0.2522497938106676,-0.11481277022899739,-1.2038634603571468,0.19747082474973546,-0.8141379494123657,-0.06651594845671487,-0.2756732058250052,-0.9857849957893938,-0.4181741426685288
56,1.1024114895785857,0.173843674301218,-0.08761069741083671,-1.6546615406286849,-0.5952188239708279,0.368130548203814,-0.4965162866277026,0.34992093156120563,-0.8468813228303412,-0.2997368120897259,-0.35434049324082734,-0.4055051387667849,-1.2200766718085774,0.21510148244766014,-0.981700771943907,-0.13406236562810414,-0.3763806723788286,-0.9675073925958673,-0.4270912614777292
57,0.5876287983347046,0.18931566806096325,-0.10854956836846309,-2.0078674666038783,-0.7241086951779301,-0.2453297941264732,-0.21879360459768,0.3835797405002159,-0.6153526058072775,0.14205377454138696,-0.20832935783528453,-0.22968043279916897,-1.0986115374990193,0.22468212975353466,-0.7742502165539824,-0.0319890278142031,-0.23376362049708782,-0.8716109476290952,-0.3599742424320278
58,1.1170629261080514,0.11301356755338093,0.325481353029093,-1.7830665266148955,-0.7995318044645294,-0.3668101708339398,-0.07419762412510283,0.7255093649467156,-0.2531612185966793,0.3811321159042817,-0.0612433236519761,0.16480565344387213,-1.076342949748605,-0.015500421863862496,-0.9941710054072854,-0.3323691802342615,-0.09431104501480411,-0.771024946135715,-0.288885824159917
59,0.5300465972058905,0.25903101771488457,-0.0007180121917732263,-2.0302996202182197,-1.0767159627646619,-0.237598830668924,-0.18092815250884692,0.4801919439441179,-0.498769693274054,-0.053178858544633084,-0.29902135246825845,-0.2916232677581015,-1.009602835004705,0.2837424652361673,-0.6952191719820284,0.026383966183225638,-0.3220221673823755,-0.8232389591623281,-0.4137036233572538
60,0.939564568238402,0.4727102067570351,-0.18484709594619667,-2.3746465331887894,-1.0779292792507067,-0.5759090244229366,0.19107195555515383,0.49575267840720344,-0.9344398572369832,-0.024708322268271875,-0.3969809361004769,-0.3599307073760701,-0.6114481813433486,0.5781911713420653,-0.8520013643021509,0.2690522623616966,-0.41609140341317813,-0.745260600061024,-0.4302864540050677
61,0.6139904852454068,0.2815091226195389,0.032530961633370714,-2.0243384014306547,-1.004471856914071,-0.267795581547874,-0.37793587091541725,0.5092806780587663,-0.4312560199426385,-0.05323060425230814,-0.42044313593264404,-0.20853277639880846,-0.7595695914282053,0.3036018122569586,-0.63693488574447,0.05895688267864338,-0.3801837073624146,-1.0312847866853336,-0.16405551965432877
62,1.5509882783509212,0.23935281480657666,-0.3528686876526267,-2.353799664465935,-1.2583974924939205,-0.1160580012975893,-0.37227566324858197,0.2890518369720451,-0.2243885176642112,0.02665672827193838,-0.2231643741698361,0.0006095173703222767,-1.3488414533252584,0.3337276976449195,-0.1797126569913643,0.31091827136781475,-0.2653729233206603,-0.7641922457250875,-0.49260130830302895
