eval_count,mean_qubo_energy,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27
11,39.7353515625,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,-0.05168079030696751,0.1707059955394407,0.05754604803226582,0.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
12,39.47900390625,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,0.05754604803226582,0.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
13,40.619140625,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,1.1707059955394408,0.05754604803226582,0.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
14,39.3212890625,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,0.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
15,39.17529296875,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
16,40.251953125,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,0.9773656795309325,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
17,43.14013671875,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,0.8908954887139108,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
18,43.1083984375,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,1.021833914806334,-0.17447309755832988,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
19,42.078125,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,0.8255269024416702,0.13105246879703286,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
20,41.14306640625,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,1.131052468797033,0.052665759648825916,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
